"","species","gbifID","abstract","accessRights","accrualMethod","accrualPeriodicity","accrualPolicy","alternative","audience","available","bibliographicCitation","conformsTo","contributor","coverage","created","creator","date","dateAccepted","dateCopyrighted","dateSubmitted","description","educationLevel","extent","format","hasFormat","hasPart","hasVersion","identifier","instructionalMethod","isFormatOf","isPartOf","isReferencedBy","isReplacedBy","isRequiredBy","isVersionOf","issued","language","license","mediator","medium","modified","provenance","publisher","references","relation","replaces","requires","rights","rightsHolder","source","spatial","subject","tableOfContents","temporal","title","type","valid","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOccurrences","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","coordinateAccuracy","elevation","elevationAccuracy","depth","depthAccuracy","distanceAboveSurface","distanceAboveSurfaceAccuracy","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","genericName","typifiedName","protocol","lastParsed","lastCrawled","life_history","ymd_lat_lon_sp","Winter","Spring","Summer","Fall","date_calc","days","days_adjusted"
"39","Heliophila acuminata",453256138,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0511128-0","","Welman W.G.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1976-09-07T00:00Z",NA,NA,NA,1976,9,7,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-31.375,18.875,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila acuminata (Eckl. & Zeyh.) Steud.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"acuminata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374311,6,49,220,7225535,3112,3043831,NA,5374311,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","1976_9_7_-31.375_18.875_Heliophila acuminata",0.213179590017825,0.282068911480676,0.228292540792541,0.245166598107775,2018-09-07,250,115
"47","Heliophila acuminata",453256137,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0461560-0","","Thompson M.F.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1975-10-17T00:00Z",NA,NA,NA,1975,10,17,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.125,18.125,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila acuminata (Eckl. & Zeyh.) Steud.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"acuminata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374311,6,49,220,7225535,3112,3043831,NA,5374311,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","1975_10_17_-33.125_18.125_Heliophila acuminata",0.180006455868525,0.0618605532398636,0.126954708519695,0.227346217001389,2018-10-17,290,155
"48","Heliophila acuminata",453256148,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0175973-0","","Oliver E.G.H.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1973-10-02T00:00Z",NA,NA,NA,1973,10,2,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.875,19.625,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila acuminata (Eckl. & Zeyh.) Steud.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"acuminata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374311,6,49,220,7225535,3112,3043831,NA,5374311,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","1973_10_2_-33.875_19.625_Heliophila acuminata",0.248834498834499,0.421431509666804,0.720198306595365,0.517893870835047,2018-10-02,275,140
"53","Heliophila acuminata",453256154,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0215806-0","","Bolus H.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1902-09-30T00:00Z",NA,NA,NA,1902,9,30,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-24.875,30.125,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila acuminata (Eckl. & Zeyh.) Steud.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"acuminata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374311,6,49,220,7225535,3112,3043831,NA,5374311,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","1902_9_30_-24.875_30.125_Heliophila acuminata",0.412313177019059,0.428146363440481,0.239450500479912,0.206636500754148,2018-09-30,273,138
"54","Heliophila acuminata",1144694694,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","G","Geneva Herbarium – General Collection (G)","","","PRESERVED_SPECIMEN",NA,NA,"","","G-G-171314/1","","Schlechter, R. (Coll. G)","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1894-08-21T00:00Z",NA,NA,NA,1894,8,21,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Afrique du Sud","","",NA,NA,NA,"","",-28.99861,25.0925,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila acuminata (Eckl. & Zeyh.) Steud.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"acuminata","","SPECIES","",NA,"","","","","f577c9f3-ae71-4278-b6bf-512ba1dfaa21","CH","2016-02-24T14:18Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374311,6,49,220,7225535,3112,3043831,NA,5374311,"Heliophila","","BIOCASE","2016-02-23T14:23Z","2016-02-23T14:23Z","a","1894_8_21_-28.99861_25.0925_Heliophila acuminata",0.308994926641985,0.424359953771718,0.492668483477307,0.33305909776498,2018-08-21,233,98
"55","Heliophila acuminata",453256126,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0408004-0","","Knobel M.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1882-08-18T00:00Z",NA,NA,NA,1882,8,18,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.625,18.875,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila acuminata (Eckl. & Zeyh.) Steud.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"acuminata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374311,6,49,220,7225535,3112,3043831,NA,5374311,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","1882_8_18_-33.625_18.875_Heliophila acuminata",0.441215034965035,0.471548059783354,0.214645036336213,0.173728232551762,2018-08-18,230,95
"60","Heliophila acuminata",1144694738,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","G","Geneva Herbarium – General Collection (G)","","","PRESERVED_SPECIMEN",NA,NA,"","","G-G-171436/1","","Schlechter, R.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1897-08-04T00:00Z",NA,NA,NA,1897,8,4,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Afrique du Sud","","",NA,NA,NA,"","",-28.99861,25.0925,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila pallida Schltr. ex O.E. Schulz",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"pallida","","SPECIES","",NA,"","","","","f577c9f3-ae71-4278-b6bf-512ba1dfaa21","CH","2016-02-24T14:18Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374312,6,49,220,7225535,3112,3043831,NA,5374311,"Heliophila","","BIOCASE","2016-02-23T14:23Z","2016-02-23T14:23Z","a","1897_8_4_-28.99861_25.0925_Heliophila acuminata",0.308994926641985,0.424359953771718,0.492668483477307,0.33305909776498,2018-08-04,216,81
"85","Heliophila acuminata",329092593,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","MSB","","","PRESERVED_SPECIMEN",NA,NA,"","","Cp2007-3430-[1558]","","","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","2002-11-30T00:00Z",NA,NA,NA,2002,11,30,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","Northern Cape","","","Not available","","",NA,NA,NA,"","",-31.125,19.125,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila acuminata (Eckl. & Zeyh.) Steud.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"acuminata","","SPECIES","",NA,"","","","","ffab0ec5-c5f9-4c26-9b63-28696dc5cac5","ZA","2014-06-05T08:08Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374311,6,49,220,7225535,3112,3043831,NA,5374311,"Heliophila","","TAPIR","","2013-09-07T09:12Z","a","2002_11_30_-31.125_19.125_Heliophila acuminata",0.405872926093514,0.341352764882177,0.429971376662553,0.453791306732483,2018-11-30,334,199
"92","Heliophila acuminata",453256141,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0716451-0","","Snijman D.A.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1986-09-08T00:00Z",NA,NA,NA,1986,9,8,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.375,18.625,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila acuminata (Eckl. & Zeyh.) Steud.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"acuminata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374311,6,49,220,7225535,3112,3043831,NA,5374311,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","1986_9_8_-33.375_18.625_Heliophila acuminata",0.255754662004662,0.332990538872892,0.479676573426573,0.475044563279857,2018-09-08,251,116
"96","Heliophila acuminata",453256119,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0407997-0","","Doidge E.M.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1907-07-31T00:00Z",NA,NA,NA,1907,7,31,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.625,18.875,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila acuminata (Eckl. & Zeyh.) Steud.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"acuminata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374311,6,49,220,7225535,3112,3043831,NA,5374311,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","1907_7_31_-33.625_18.875_Heliophila acuminata",0.441215034965035,0.471548059783354,0.214645036336213,0.173728232551762,2018-07-31,212,77
"97","Heliophila acuminata",453256136,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0460640-0","","Acocks J.P.H.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1970-09-21T00:00Z",NA,NA,NA,1970,9,21,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.125,18.625,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila acuminata (Eckl. & Zeyh.) Steud.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"acuminata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374311,6,49,220,7225535,3112,3043831,NA,5374311,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","1970_9_21_-33.125_18.625_Heliophila acuminata",0.314248251748252,0.357877416700946,0.461637014945838,0.462772521596051,2018-09-21,264,129
"98","Heliophila acuminata",453256121,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0407999-0","","Esterhuysen E.E.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1952-09-01T00:00Z",NA,NA,NA,1952,9,1,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.625,19.625,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila acuminata (Eckl. & Zeyh.) Steud.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"acuminata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374311,6,49,220,7225535,3112,3043831,NA,5374311,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","1952_9_1_-33.625_19.625_Heliophila acuminata",0.537218908542438,0.401445613210319,0.363057897984369,0.47333059097765,2018-09-01,244,109
"102","Heliophila acuminata",453256143,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0567927-0","","Strid P.A.K.; Strid B.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1993-09-01T00:00Z",NA,NA,NA,1993,9,1,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-32.375,18.875,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Dreyer,L.L.","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila acuminata (Eckl. & Zeyh.) Steud.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"acuminata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374311,6,49,220,7225535,3112,3043831,NA,5374311,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","1993_9_1_-32.375_18.875_Heliophila acuminata",0.307255244755245,0.371931989579048,0.356206293706294,0.346907993966817,2018-09-01,244,109
"109","Heliophila acuminata",453256153,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0002684-0","","Guthrie F.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1992-09-30T00:00Z",NA,NA,NA,1992,9,30,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-32.875,18.875,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila acuminata (Eckl. & Zeyh.) Steud.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"acuminata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374311,6,49,220,7225535,3112,3043831,NA,5374311,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","1992_9_30_-32.875_18.875_Heliophila acuminata",0.267701048951049,0.291580968051556,0.487933634992459,0.381461675579323,2018-09-30,273,138
